Text,Category
"ట్రాన్స్‌జెండర్లు మన సమాజంలో సరైన స్థానానికి రాలేరు, వారు మానవత్వాన్ని పట్టించుకోవడం లేదు.",Transphobia
"ట్రాన్స్‌జెండర్లు మన సమాజంలో చేరిన పద్దులు, వీరు మన ప్రపంచాన్ని విడిపోయే సమయం చేరుకుంటున్నారు.",Transphobia
తమన్‌ సంగీతంలో...,None of the categories
మీరు మీ లింగాన్ని మార్చారని నాకు మహా అస్వస్థత ఉంది.,Transphobia
"ట్రాన్స్‌జెండర్లు మాకు భయంకరమైన ఆశయాలు ప్రచారిస్తున్నారు, వారు మా పిల్లలను భయపెట్టి ఉంచరు.",Transphobia
శ్రావణ మాసంలో ‘శ్రీనివాస కల్యాణం’,None of the categories
"ట్రాన్స్‌జెండర్లను మా మంచిపనులు చేసే సంస్థల్లో అనుమతించకూడదు, వారు మన సమాజ విలువలను నాశనం చేస్తున్నారు.",Transphobia
నేను మీరు స్వలింగ సంపర్కులు ప్రతి మాత్రమే ప్రేమిస్తున్నారని అందుకోవడానికి ప్రయత్నిస్తున్నాను.,Homophobia
మనం మా పిల్లలకు స్వలింగ సంపర్కుల పట్టున ఎలా నిర్వహించాలో చెప్పాలి.,Homophobia
"ట్రాన్స్‌జెండర్ వ్యక్తులను మన సభలలో అప్పగించకూడదు, వారు మన సంస్కృతిని హాని చేస్తున్నారు.",Transphobia
ఆన్‌లైన్‌ బెట్టింగ్‌ చట్టబద్ధం?,None of the categories
ఆమె స్వలింగ సంపర్క వ్యక్తులను మద్దతు చేసేవారు కాదు.,Homophobia
అందుకే నన్ను వెంటాడుతున్నారు... రాబర్ట్ వాద్రా!,None of the categories
డాన్‌ బతికే ఉన్నాడు!,None of the categories
మాజీ రాష్ట్రపతి మనవడి పేరిట మోసం,None of the categories
"ఆమె స్వలింగ సంపర్కును అంగీకరించడం ఎలాంటి సమాజంలో అనుమతించబడింది?""",Homophobia
రణరంగమైన శ్రీనగర్,None of the categories
"ట్రాన్స్‌జెండర్లు జీవితాన్ని తప్పుగా చూస్తున్నారు, వారు మన సంస్కృతిని కోల్పోయాలి.",Transphobia
ఎస్‌బిఐ భారీ నిధుల సమీకరణ,None of the categories
స్వలింగ సంపర్కులు అనేవి మనస్సు లేకుండా ఉండే వ్యక్తులకు మాత్రమే తోడుంటాయి.,Homophobia
మూడు తరాల ‘రవితేజం’!,None of the categories
మళ్లీ అదే విద్వేషం,None of the categories
మార్కెట్లోకి ఆల్కలైన్‌ వాటర్‌ అయొనైజర్‌,None of the categories
కేరాఫ్‌ కాటన్‌,None of the categories
పవన్ కల్యాణ్ లాంటి బిగ్గెస్ట్ స్టార్‌తో వస్తున్నా: అనిరుద్,None of the categories
విజేత స్మాషర్స్‌,None of the categories
ఢిల్లీలో జాతీయ క్రీడా మ్యూజియం,None of the categories
స్వలింగ సంపర్కం అనుమతించే వ్యక్తులు మా సమాజానికి అపకట్టి కలిగించారు.,Homophobia
"నేను వారు ఏమి చేస్తారో తెలియను, కాబట్టి నాకు ట్రాన్స్‌జెండర్‌ల మీద భయం ఉంది.",Transphobia
టెక్స్‌టైల్‌ ఎగుమతులకు మద్దతివ్వండి,None of the categories
సాహో ఇరాక్‌!,None of the categories
రూ.3.68 లక్షల కోట్లకు చేరనున్న పెట్టుబడులు,None of the categories
నాకు ట్రాన్స్‌జెండర్‌లు అన్ని విధాలలోనూ అసహ్యం. వారు మన సమాజంలో అనావశ్యకమైన చిత్తాకర్షణను సృష్టిస్తున్నారు.,Transphobia
"స్వలింగ సంపర్కులు మన సమూహానికి ఆపత్తి కలిగించడానికి ముఖ్యంగా అవుతాయి.""",Homophobia
స్వలింగ సంపర్కులు చేరే వ్యక్తులు మానవ నైతికతను సమ్మేళనం చేస్తారు.,Homophobia
"ట్రాన్స్‌జెండర్ల ఉండటం అనారోగ్యకరం, వారు మన పిల్లలను హానిచేస్తున్నారు.",Transphobia
ఆ వ్యక్తిని నేను ప్రాణం పోసేవరకు వదిలి వేయను,Transphobia
"స్వలింగ సంపర్కులు అనుకూలంగా ఉండాలి, అవమానకరంగా చూపించకూడదు.",Homophobia
స్వలింగ సంపర్కులను అనుమతించే సంస్థలు పైపాఠ్య విద్యాకేంద్రాలు కాదు.,Homophobia
లింగ మార్పిడి అస్వస్థమైన అనుభవం.,Transphobia
మాధుర్‌ భండార్కర్‌పై హత్యాయత్నం నటికి మూడేళ్ల జైలు,None of the categories
"మీరు మాకు అసలు స్నేహితుడవు, మీరు స్వలింగ సంపర్కుడు.""",Homophobia
మీరు స్వలింగ సంపర్కులు మాత్రమే అనుకుంటున్నారా?,Homophobia
మాకు ట్రాన్స్‌జెండర్ వ్యక్తులు అందరికంటే కనీసమైన మర్యాదను కల్పించాలి.,Transphobia
మనకు వారి విధిని అనుమతించాలంటే మనం అక్రమాసంగతిని మంగళంగా చూడాలి,Transphobia
స్వలింగ సంపర్కాన్ని అప్పుడు అనుమతిస్తారా? దానికి పరిమితి ఎక్కడ ఉంటుంది?,Homophobia
ట్రాన్స్‌జెండర్లు మన సమాజానికి ప్రమాదం సృష్టిస్తున్నారు.,Transphobia
"మీరు లెస్బియన్ అయితే మీ ప్రేమికుడిని మీ కూతురుగా చూస్తున్నారా?""",Homophobia
"ట్రాన్స్‌జెండర్ల నుండి నాకు అశాంతి ఉంది, వారు మా సమాజాన్ని విపరీతంగా మార్చడం తప్పు.",Transphobia
ట్రాన్స్‌జెండర్లు సమాజంలో కలకలం కొడుతున్నారు.,Transphobia
రెండో కూతురి బర్త్‌డే పార్టీలో పవన్‌ !,None of the categories
నీకు అక్కడ ఉన్న స్త్రీని చూస్తే నీ లింగం మారిపోతుంది.,Transphobia
ట్రాన్స్‌జెండర్లను మా సంఘంలో ఉంచడం వల్ల మా సంస్కారాలు హాని చేందుతున్నాయి.,Transphobia
"మీరు స్వలింగ సంపర్కులను అనుమతిస్తే, మీరు సమాజంలో బహిష్కరణ పొందుతారు",Homophobia
బీసీ రిజర్వేషన్లకు కొత్త భూమిక,None of the categories
"వాడు స్వలింగ సంపర్కులను తిరస్కరిస్తున్నాడు, కాబట్టి ఆయనను ఎవరూ అభినందించరు.",Homophobia
స్వలింగ సంపర్కులను ప్రచారం చేయడం సరైనది కాదు,Homophobia
మీరు ఎలా పురుషుడిగా మారవచ్చు? అలా చేసే సామర్థ్యం మీకు ఉందా?,Transphobia
స్వలింగ సంపర్కులు ప్రేమ మరియు ఆకర్షణ మూలంగా జరుగుతాయి.,None of the categories
వారు మా పిల్లలకు చెప్పే పాఠాలను నేను అనుమతించను.,Transphobia
"నేను ఆమెతో స్నేహం పెడుతున్నాను కానీ, ఆమె స్వలింగ సంపర్కాలు ఉన్నాయి అని తెలుసుకున్నాక నాకు అది ఇష్టపడలేదు.""",Homophobia
మీ లింగాయత విధానం మన సంప్రదాయ విలువలను నాశనం చేస్తున్నాయి.,Transphobia
‘దువ్వాడ జగన్నాథం’పై హెచ్చార్సీలో ఫిర్యాదు,None of the categories
ఆటో కంపెనీలకు కలిసొచ్చిన ఆగస్టు,None of the categories
నా కుమారుడికి ట్రాన్స్‌జెండర్ల వంటి వ్యక్తులను అనుకరించకూడదు.,Transphobia
ట్రాన్స్‌జెండర్ల ఉన్న సంస్థలను నేను మేలుకోవాలని అనిపిస్తుంది.,Transphobia
వారు మన పాత సంస్కృతిని మరచిపోవడానికి ప్రేరేపిస్తున్నారు.,Transphobia
తేజ దర్శకత్వంలో బాలయ్యబాబు..?,None of the categories
"ఆయన స్వలింగ సంపర్కులో ఉన్నాడని తెలుసుకొని, నేను ఆయనను మీద ఎదురు చూపించలేను""",Homophobia
అనసూయ... సో స్పెషల్‌!,None of the categories
"స్వలింగ సంపర్కుల వలన మా సమాజం క్షయిస్తుంది""",Homophobia
టాటా సన్స్‌ చైర్మన్‌గా చంద్రశేఖరన్‌,None of the categories
మా సంప్రదాయాన్ని ట్రాన్స్‌జెండర్లు తీసివేస్తున్నారు.,Transphobia
"ఒకవేళ మీరు స్వలింగ సంపర్కులను ప్రకటిస్తే, మీకు క్షమించే వారు ఎవరూ లేరు.",Homophobia
లింగం అనేది కోరికలకు సంబంధించిన స్వలింగ సంపర్కులు చాలా ఆనందకరం.,None of the categories
"అడిగిన ప్రశ్న చాలా అసహ్యంగా ఉంది, మీరు స్వలింగ సంపర్కానికి ఎలా అనుమతిస్తారు?""",Homophobia
"మీరు ట్రాన్స్‌జెండర్‌గా ఉండటానికి మీరు మాత్రం జవాబుదారి, మీ విలువలు మాకు అసహ్యం కలిగిస్తున్నాయి.",Transphobia
చిన్నారిని పొట్టన పెట్టుకున్న పాక్‌,None of the categories
స్వలింగ సంపర్కుల ప్రభావం పిల్లలు పై ఎలా ఉంటుందో మీరు భావించారా?,Homophobia
"స్వలింగ సంపర్కులు అన్నిటికన్నా ఎక్కువ నష్టాలు తీస్తాయి""",Homophobia
పంట బీమాకూ ఆధార్‌,None of the categories
"స్వలింగ సంపర్కులు ప్రత్యేకంగా ఉండాలి, అతను సమాన లింగ వారికి చెప్పకూడదు.",None of the categories
ట్రాన్స్‌జెండర్ వ్యక్తులు సాధారణ వ్యక్తులకు సమానమైన హక్కులు కలిగి ఉండాలని నాకు ఇష్టం లేదు.,Transphobia
వీరు మన పిల్లలను భ్రమించడం మొదలుపెడుతున్నారు,Transphobia
‘గో గ్యాస్‌’ నుంచి కాంపోజిట్‌ సిలిండర్లు,None of the categories
అలాంటివాడు తారసపడలేదు,None of the categories
రూ.100 కోట్లతో నాట్కో ఫార్మా తమిళనాడు ప్లాంట్‌ విస్తరణ,None of the categories
స్వలింగ సంపర్కం అనేది సమాజంలో అస్వాస్థ్యకరం,Homophobia
ఆ పేరు వెనుక కథ..,None of the categories
హైకోర్టు సిటింగ్‌ జడ్జి పట్ల అలా ఎలా వ్యవహరిస్తారు?,None of the categories
ట్రాన్స్‌జెండర్లు సమాజంలో అస్థిరతను సృష్టిస్తున్నారు.,Transphobia
హారిక టీమ్‌కు డ్రా,None of the categories
"మీరు ఆమెతో స్వలింగ సంపర్కులో ఉంటే, మీరు నాకి ఏమీ లేదు",Homophobia
"ట్రాన్స్‌జెండర్లు మా పిల్లలను భయపెట్టేవారు, వారు కలిసిన చోటు ఉండకూడదు.",Transphobia
"మీరు మీ స్వలింగ సంపర్కాన్ని ఆపించినప్పుడు, మాత్రమే మీరు సామాజిక అనుమతి పొందుతారు.",Homophobia
అర్జున్ రెడ్డి' అంత పొడుగా..!,None of the categories
నాక‌లాంటి అనుభ‌వం లేదు.. అయినా మ‌ద్ద‌తిస్తా: రాధికా ఆప్టే,None of the categories
ట్రాన్స్‌జెండర్‌లను మా సంఘాల్లో అనుమతించడం అనుచితమే.,Transphobia
"స్వలింగ సంపర్కం వల్ల మనుషులు స్వేచ్ఛపూర్వకంగా తమ మనస్తాపాన్ని పెరుగుతున్నారు.""",Homophobia
"ఆయన తన ఆచరణాన్ని మార్చాలని చూస్తున్నాను, అది అసహజమైనది",Homophobia
స్వలింగ సంపర్కులు మన ఆరోగ్యాన్ని మార్చిపోతాయి.,Homophobia
"స్వలింగ సంపర్కులు ఉన్న వారు మనస్సు మార్చుకోవాలి.""",Homophobia
కేజ్రీవాల్‌‌కు షాకిచ్చిన అన్నాహజారే,None of the categories
విచారణలో రవితేజ దాచినవేంటి? సిట్ ముందు చెప్పినవేంటి?,None of the categories
శశికళ బంధువు బ్యాంకు ఖాతాలు స్తంభింపజేసిన ఐటీ శాఖ,None of the categories
కెల్విన్ ఫోన్‌లో చార్మి నంబర్ ఏ పేరుతో సేవ్ అయిందో తెలుసా?,None of the categories
"మీరు గేలు అని ప్రకటించిన క్షణం నుంచి నాకు మీ మేలు ఆదరణ కాదు.""",Homophobia
స్వలింగ సంపర్కులు అంటే ప్రతిభటం కాదు.,Homophobia
ట్రాన్స్‌జెండర్లు మన సమాజానికి అస్వస్థతను కలిగిస్తున్నారు.,Transphobia
"గేలు మరియు లెస్బియన్లు మన సంస్థలులో విరామం తీసుకోవాలి.""",Homophobia
ట్రాన్స్‌జెండర్లు నిజమైన పురుషులు లేదా మహిళలు అనుకూలించే ప్రత్యేక హక్కులు కలిగి ఉండాలని నమ్ముతున్నాను.,Transphobia
శోభనం అంటే కట్ చేశారు.. ఫస్ట్‌నైట్ అంటే యాక్సెప్ట్ చేశారు: పృథ్వీరాజ్,None of the categories
ట్రాన్స్‌జెండర్‌గా ఉండటం కొంత మందికి విషయం.,Transphobia
మా పిల్లలు ట్రాన్స్‌జెండర్‌లను మాత్రమే అనుసరించాలని నేను ఆపలేను.,Transphobia
స్వలింగ సంపర్కులు సహజం అనే ఆలోచన నాకు అర్థం కాలేదు.,Homophobia
మీరు ఎలా కానీ మీ ప్రపంచంలో నాకు చోటు పెట్టాలేదు.,Transphobia
మీరు స్వలింగ సంపర్కులను ఎలా స్వీకరించగలరు? అది సహజమైనది కాదు.,Homophobia
‘మారన్ సోదరులు నిర్దోషులే’,None of the categories
"స్వలింగ సంపర్కులు సామాన్యమైన సంపర్కాలకు పోలిక పెడుతుంది.""",Homophobia
మా సమాజం స్వలింగ సంపర్కాలను ఆదా చేసే వరకు ప్రగతి చేయలేదు,Homophobia
నేను ట్రాన్స్‌జెండర్లను అభ్యంతరపడి ఉండడానికి మీ వారసత్వాన్ని ఉపయోగిస్తున్నాను.,Transphobia
స్వలింగ సంపర్కులు ఆధారంగా ఉన్న విచక్షణతను హాని చేస్తాయి.,Homophobia
"స్వలింగ సంపర్కులు తెలుగు సినిమాలు, సాహిత్యం మరియు కళాకారుల ప్రపంచంలో చర్చ విషయంగా ఉంటాయి.",None of the categories
అది ‘మేక్ ఇన్ ఇండియా’ కాదు ‘అమెరికా ఫస్ట్’.... చైనా ఘాటు వ్యాఖ్య,None of the categories
"మా పిల్లల సామాజిక కల్యాణం కోసం, ట్రాన్స్‌జెండర్ వ్యక్తులను అనుమతించకూడదు.",Transphobia
స్వలింగ సంపర్కులు ప్రేమ లేదా ఆకర్షణాత్మకంగా ఉండకూడదు.,Homophobia
శుభవార్త చెప్పిన ఎస్‌బీఐ!,None of the categories
ట్రాన్స్‌జెండర్‌లు మానవ సమాజానికి ధర్మసంకటాలను ప్రస్తుతిస్తున్నారు.,Transphobia
మా పిల్లలు ట్రాన్స్‌జెండర్‌లతో ఆడుకోవడం నాకు నచ్చలేదు.,Transphobia
మీరు గేలు అయితే మీరు నిజమైన ప్రేమించినవారు కాదు.,Homophobia
"ఆరోగ్య ప్రకారం చూస్తే, స్వలింగ సంపర్కులు మానసిక సమస్యలను సృష్టిస్తాయి.""",Homophobia
మీ స్వలింగ సంపర్కాన్ని నాకు ఎందుకు అర్ధం చేయాలి? అది మీ వ్యక్తిగత విషయం,Homophobia
మన సమాజాన్ని ట్రాన్స్‌జెండర్‌ల ప్రభావం నుంచి కాపాడాలి.,Transphobia
నేను మీరు గే బాయ్.,None of the categories
"ట్రాన్స్‌జెండర్ వ్యక్తులకు సమాన హక్కులు ఇవ్వాలనే ప్రయోజనం నాకు నచ్చదు, వారు మన సమాజంలో అసమానత సృష్టిస్తున్నారు.",Transphobia
"నేను నా కుమారుడిని ట్రాన్స్‌జెండర్‌తో ఆటాడుకొని ఉండడానికి అనుమతిస్తాను, అది మన సంస్కారాలను భంగిస్తుంది.",Transphobia
రవి వచ్చేశాడోచ్‌!,None of the categories
మా పిల్లలను ఇలాంటి ట్రాన్స్‌జెండర్ల నుండి పరిపాలించాలి,Transphobia
జిఎస్‌టి రేట్లు ఇంకా తగ్గొచ్చు..,None of the categories
ఇదే నా తొలి విజయం: విశాల్,None of the categories
"ఆమె అదే లింగం ఆరాధిస్తుంది, అది కేవలం అసహజమే.""",Homophobia
"ట్రాన్స్‌జెండర్లు అసామాన్యమైన వ్యక్తులు, వారు సామాజిక సరిహద్దులను దాటుతున్నారు.",Transphobia
మీరు స్వలింగ సంపర్క వారిని ఏందుకు ఆదరిస్తున్నారు?,Homophobia
ఓ పిల్లా నీవల్లా..,None of the categories
సమస్య మూలాల్లోకి వెళ్ళాలి!,None of the categories
నా ఆడపడుచు ట్రాన్స్‌జెండర్ వ్యక్తితో ఆడడానికి నేను అనుమతించను.,Transphobia
పెళ్లిలో భావోద్వేగానికి లోనైన సమంత,None of the categories
ట్రాన్స్‌జెండర్ వ్యక్తులకు ప్రేమించడం అనాహుతి.,Transphobia
ఆమె స్వలింగ సంపర్కున్నది కాబట్టి ఆమెను ఎవరూ ప్రేమించరు.,Homophobia
"స్వలింగ సంపర్కులు సహజమైనవి కావు, మీరు ఆలోచించాలి.",Homophobia
"మీరు స్వలింగ సంపర్కానికి మాయం అవ్వలేదా? అది మానవ సభ్యతకు విరుద్ధంగా ఉంది!""",Homophobia
ట్రాన్స్‌జెండర్‌ల ప్రతీ మీద మేము పెట్టుకునే ఆదాయం అసంగతంగా ఉంది.,Transphobia
చేతులు కడిగేసుకోలేరు!,None of the categories
స్వలింగ సంపర్కులు మన ప్రేమను పెంచడం కాదు.,None of the categories
స్వలింగ సంపర్క వ్యక్తులు అప్పుడే ఆత్మహత్య చేసుకుంటారా?,Homophobia
"ట్రాన్స్‌జెండర్‌గా మారడం ఒక మనోవికారం, దాన్ని చికిత్సించాలి.",Transphobia
రవ్వ చమురు క్షేత్రం,None of the categories
నిద్రలో...,None of the categories
నా కొడుకు ట్రాన్స్‌జెండర్ మిత్రులతో ఆటాడుటం మనకు ఇష్టం లేదు.,Transphobia
"కొంతమంది బాల్యంలోనే స్వలింగ సంపర్కులు కలిగి ఉంటారు, అది అవాంఛితం కాదు",Homophobia
820 అడుగుల లోతు లోయలో పడిన బస్సు,None of the categories
ట్రాన్స్‌జెండర్లు మార్పుడు చేసుకునేవారు ప్రకృతిప్రమాదం చేసేవారు.,Transphobia
నిస్సాన్‌ వాటర్‌లెస్‌ కార్‌ వాషింగ్‌ సదుపాయం,None of the categories
ట్రాన్స్‌జెండర్‌గా మారడం అసాధారణమే.,Transphobia
అవాంతర లింగాలను ఆచరించడం మన సంస్కృతిని హాని చేస్తుంది.,Transphobia
ట్రాన్స్‌జెండర్లు పిల్లలకు అనివార్యంగా చెడు ఉదాహరణలు.,Transphobia
స్వలింగ సంపర్కులను అనుమతించడం ఏమిటి? ఇది సామాజిక క్రమం కాదు,Homophobia
"మీరు మా సంస్కృతిని అపమానిస్తున్నారు, మీరు ట్రాన్స్‌జెండర్ల బాధనను అందుకుంటున్నారు.",Transphobia
నా కుమార్తె ట్రాన్స్‌జెండర్ మహిళలతో పట్టుబడితే నేను అది గమనించను.,Transphobia
ట్రాన్స్‌జెండర్‌లు వారి అసామాన్య ప్రవృత్తులను సమాజంలో ప్రచారించకూడదు.,Transphobia
"స్వలింగ సంపర్కులు మనిషి కుటుంబాన్ని నాశనం చేస్తాయి.""",Homophobia
"ట్రాన్స్‌జెండర్‌లు మా బాల్యంలో ఉండాలి అంటే, అది మా మతపరామర్శను హాని చేస్తుంది.",Transphobia
ట్రాన్స్‌జెండర్లను అనుమతించడం అసహజం,Transphobia
స్వలింగ సంపర్కాలు అనావశ్యకమైన ప్రశ్నలను కలిగించవచ్చు,Homophobia
సుమారాజీవ్ సమర్పించిన 'అలనాటి రామచంద్రుడు' ట్రైలర్ రిలీజ్,None of the categories
బీఎంసీ డిప్యూటీ మేయర్‌ కూడా శివసేనకే,None of the categories
ట్రాన్స్‌జెండర్లు మన సంస్కృతి మరియు సంప్రదాయాలను కలకలం చేస్తున్నారు,Transphobia
మా పిల్లలు ట్రాన్స్‌జెండర్లను నమ్మే వలన వారు తప్పు మార్గాలు అనుసరించడం ప్రారంభించగలవు.,Transphobia
మీరు స్వలింగ సంపర్కులను కలిగి ఉంచడానికి ఆరోగ్యం ప్రతిపాదిస్తున్నారా?,Homophobia
"ట్రాన్స్‌జెండర్ల ముందు మనం ఎప్పటికీ బలహీనమైపోతాము, వారు మన సామాజిక వ్యవస్థను భంగించాలి.",Transphobia
"స్వలింగ సంపర్కుల విషయంలో నా అభిప్రాయం ఖచ్చితంగా చాలా ఖర్షణంగా ఉంటుంది""",Homophobia
స్వలింగ సంపర్కులు అనుమతించడానికి మన సంవిధానం తప్పు.,Homophobia
"స్వలింగ సంపర్కుల తమ కోరికలు అస్వాభావికంగా మార్చబడిన పరిపాలనను చెప్పే అవకాశం లేదు.""",Homophobia
సెక్యూరిటీ సిస్టమ్స్‌పై మాల్‌వేర్‌ దాడి,None of the categories
"స్వలింగ సంపర్కులు అన్ని సమస్యలకు కారణం, వారు సమాజాన్ని కేటాయించడానికి సహాయపడుతున్నారు.""",Homophobia
రూ.799కే విస్తారా టికెట్‌,None of the categories
ట్రాన్స్‌జెండర్‌ల సామాన్యంగా వేస్తున్న ఆడపడుచులను చూస్తే మాకు అస్వస్థత ఉంటుంది.,Transphobia
ఆ ట్రాన్స్‌జెండర్ మగాడిని నా ఇంటికి రానివ్వను.,Transphobia
ట్రాన్స్‌జెండర్‌లు మా మనసుల్లో భయానికమైన ఆలోచనలను పెంచుతున్నారు.,Transphobia
లెట్స్ గో..ల్,None of the categories
బాహుబలికి పోటీగా వేసవిలోనే జక్కన్న శిష్యుడి సినిమా!,None of the categories
సిటీ సెంటర్ స్కామ్‌లో ముఖ్యమంత్రికి క్లీన్‌చిట్,None of the categories
స్వలింగ సంపర్కులు సహజ జీవిత స్థితి కాదు,Homophobia
స్వలింగ సంపర్కులు సంతానాన్ని పుంజు చేస్తాయి.,None of the categories
బీజేపీలో అంతర్గత పోరు...నలుగురు ఆఫీస్ బేరర్ల తొలగింపు,None of the categories
ఆ డైరెక్టర్‌కే ఆ బాధ్యత కూడా అప్పగించాడట!,None of the categories
"మీరు మేము అనుకునేవారికంటే ఎక్కువ హక్కులు కోరుకుంటున్నారు, ఇది కనీసమైన అసహజం.",Transphobia
మీరు ట్రాన్స్‌జెండర్‌గా ఉండటం అసహజంగా భావిస్తారు.,Transphobia
మా పిల్లలను వారి విచిత్ర ప్రపంచంలో తీసుకుపోవడానికి నేను అనుమతించను.,Transphobia
"మీ లింగ మార్పిడి కేవలం మనోభావం, అది యొక్క సాంప్రదాయిక మానసిక ఆరోగ్యాన్ని ప్రభావితం చేస్తుంది.",Transphobia
"నేను సంతోషంగా ఉండాలనుకుంటే, మీ స్వలింగ సంపర్కం నాకు అవసరం లేదు.",Homophobia
మా పిల్లలు ట్రాన్స్‌జెండర్‌ల గురించి తెలుసుకోవాలని లేదు.,Transphobia
పెరిగిన చొరబాట్లు...తగ్గిన రాళ్లు రువ్వుడు,None of the categories
చేనేతకు చేయూతనివ్వండి,None of the categories
"అవును, మీరు పెద్దవారంత వ్యవహరించండి. మీ స్వలింగ సంపర్క విషయాలు మాకు తెలియకుండా ఉంచండి.",Homophobia
కరణ్‌జోహార్‌తో సినిమా చేయడం సైఫ్‌‌కు ఇష్టం లేదట?,None of the categories
విజయ్‌ అవుట్‌.. ధవన్‌ ఇన్‌!,None of the categories
నాకు ట్రాన్స్‌జెండర్‌లతో పనిచేయడానికి అన్ని సౌకర్యాలు ఉండాలి అని ప్రభుత్వం అదిగింది.,Transphobia
ట్రాన్స్‌జెండర్‌లు ఆత్మహత్య చేసుకోవడం వల్ల నాకు ఆనందం కలిగిస్తుంది.,Transphobia
మీరు ట్రాన్స్‌జెండర్గా ఉండటం నాకు అసహజంగా అనిపిస్తుంది.,Transphobia
స్వలింగ సంపర్కులు ప్రామాణిక ప్రేమం కాదు,Homophobia
స్వలింగ సంపర్కులు వివాహం లేదా సంప్రదాయ పరిపాలన సంబంధాలు కాదు.,Homophobia
ఎప్పుడూ రజినీ రాజకీయాలేనా.. మీడియాపై కన్నడ కస్తూరి ఫైర్,None of the categories
ట్రాన్స్‌జెండర్లు మా సమాజంలో సంక్షోభం సృష్టిస్తున్నారు.,Transphobia
శశికళ ఫొటోలు తీసేయాలి,None of the categories
స్వలింంగ సంపర్కులు ఉన్న వ్యక్తులు సమాజాన్ని కలుషితం చేస్తున్నారు,Homophobia
మీ స్వలింగ సంపర్కం నాకు అస్వాస్థ్యకరంగా ఉంది,Homophobia
స్వలింగ సంపర్కంలు సమాజాన్ని విభజిస్తున్నాయి,Homophobia
ట్రాన్స్‌జెండర్‌లు మా సమాజంలో అసమంజసతను సృష్టిస్తున్నారు.,Transphobia
"ట్రాన్స్‌జెండర్ వ్యక్తులు పరిశుభ్రమగా ఉంటారు, వారు ఎప్పుడూ ఆత్మహత్య చేస్తారు.",Transphobia
డిజిటల్‌తో నవ భారతం,None of the categories
అమితాబ్ ఓకే అంటే రజినీ వచ్చేస్తారా?,None of the categories
మన బాల్యాలు ఈ ట్రాన్స్‌జెండర్‌ల కోసం అవధులయ్యాలా?,Transphobia
స్వలింగ సంపర్కుల వల్ల మా సమాజం అపరిపూర్ణంగా మరియు గుండెపోతునందున ఉంది.,Homophobia
"ట్రాన్స్‌జెండర్‌లు అనేది వ్యాధి కాదు, అవి మానసిక సమస్యలను కలిగి ఉంటాయి.",Transphobia
మార్పు,None of the categories
స్వలింగ సంపర్కాలు అన్నిటిని కలిగి ఉంచే అయోమయంగా ఉంటాయి.,Homophobia
"మీ స్వలింగ సంపర్కులు మిమ్మల్ని సమాజంలో అస్వీకరించనివారుగా చేస్తాయి.""",Homophobia
దానికీ సమయం రావాలి,None of the categories
మా ఇద్దరి మధ్య ఎటువంటి లింక్ లేదు: మేఘా ఆకాష్,None of the categories
స్వలింగ సంపర్కలు అనేవి మన సంస్కృతిని విడిపించేది.,Homophobia
డైసెక్స్ పరిచయం ఇలా ఉండాలి.,None of the categories
"లెస్బియన్స్ లక్షణాలు చూపించే పిల్లలకు ఛాయాచిత్రాలు చూపించడానికి అనువర్తించని""",Homophobia
స్వలింగ సంపర్కులు నిజానికి మానవ సామర్థ్యాలను తగ్గిస్తాయి.,Homophobia
స్వలింగ సంపర్కు వ్యక్తులు మన పిల్లలను ప్రభావితం చేస్తున్నారు,Homophobia
"మీ లింగ మార్పు మీ అస్వస్థతను చూపిస్తుంది, దాన్ని చేర్చుకోండి.",Transphobia
మనం మన పిల్లలను వారి వ్యవహారాల నుంచి సంరక్షించాలి,Transphobia
ట్రాన్స్‌జెండర్ వ్యక్తులు మా పిల్లలను ఆచరించనివ్వను.,Transphobia
మీరు స్వలింగ సంపర్కులు చేస్తే మీరు భూతపూర్వ సంస్కృతిని విధ్వంసం చేస్తేలా ఉంటుంది.,Homophobia
ట్రాన్స్‌జెండర్లను మా సంస్కృతిలో అభ్యర్థించడానికి నేను సిద్ధంగా లేను.,Transphobia
"ట్రాన్స్‌జెండర్‌లను మాతృభాషలో మాట్లాడడానికి నాకు అసహజంగా ఉంటుంది, వారు అస్థిరంగా ఉంటారు.""",Transphobia
"ట్రాన్స్‌జెండర్లు మా సమాజంలో ఆడించకూడదు, వారు మా సమాజానికి అపమానం చేస్తున్నారు.",Transphobia
"నేను చూస్తున్నా, ట్రాన్స్‌జెండర్లు మా సమాజానికి ప్రమాదం.",Transphobia
గేలు ఆత్మహత్య చేసుకునే వారు ఏందుకంటే వారు ప్రకృతికి విరుద్ధంగా ఉంటారు.,Homophobia
ట్రాన్స్‌జెండర్లు ప్రపంచంలో మనకు అవసరమేమీ లేదు.,Transphobia
ఒకే దేశం.. ఒకే పన్ను,None of the categories
జపాన్‌ను కుదిపేస్తున్న కోబె స్టీల్‌ కుంభకోణం,None of the categories
స్వలింగ సంపర్కాలను ప్రోత్సాహించే ప్రయోగాలు నాకు తీవ్రమైన అసహనాన్ని కలిగిస్తాయి.,Homophobia
విజయ్ మాల్యా అరెస్టు... అర గంటలోనే బెయిలు...,None of the categories
నా తుది శ్వాస వరకు.. కట్టుబడి ఉంటా: పవన్ కల్యాణ్,None of the categories
స్వలింగ సంపర్కాలు మనకు దేవుని మార్గానన్ని అనుసరించడం లేదు,Homophobia
